pdb_id,filename,num_frames
4d1qA01,4d1qA01_R0_i1.npy,500
3ub8A00,3ub8A00_R3_i1.npy,500
2ncnA00,2ncnA00_R0_i1.npy,500
2za0B00,2za0B00_R1_i1.npy,500
3i1cA00,3i1cA00_R3_i1.npy,500
4e6kG00,4e6kG00_R0_i1.npy,500
5b1aJ00,5b1aJ00_R0_i1.npy,500
2k1oA00,2k1oA00_R1_i1.npy,500
2mb7A00,2mb7A00_R3_i1.npy,500
2lepA00,2lepA00_R1_i1.npy,500
2x0qA01,2x0qA01_R3_i1.npy,500
4ii2A01,4ii2A01_R0_i1.npy,500
3r4rA02,3r4rA02_R0_i1.npy,500
4nh0A03,4nh0A03_R1_i1.npy,500
2lvvA00,2lvvA00_R3_i1.npy,500
5jtwA03,5jtwA03_R0_i1.npy,500
5j98B00,5j98B00_R1_i1.npy,500
2zr9A02,2zr9A02_R3_i1.npy,500
4kfuA00,4kfuA00_R0_i1.npy,500
4gx5A01,4gx5A01_R1_i1.npy,500
3q8dA01,3q8dA01_R3_i1.npy,500
2y39A00,2y39A00_R0_i1.npy,500
4m00A03,4m00A03_R3_i1.npy,500
5brcC00,5brcC00_R1_i1.npy,500
3l8iA01,3l8iA01_R0_i1.npy,500
2j8gA03,2j8gA03_R3_i1.npy,500
2yhgA01,2yhgA01_R3_i1.npy,500
5c2mA00,5c2mA00_R3_i1.npy,500
4csbA00,4csbA00_R2_i1.npy,500
3fg6A01,3fg6A01_R3_i1.npy,500
2fboJ02,2fboJ02_R2_i1.npy,500
2eyzA03,2eyzA03_R2_i1.npy,500
4kmcA00,4kmcA00_R0_i1.npy,500
3b8hB00,3b8hB00_R3_i1.npy,500
2m3eA00,2m3eA00_R1_i1.npy,500
3rysB00,3rysB00_R3_i1.npy,500
3en9A04,3en9A04_R0_i1.npy,500
3vk5B00,3vk5B00_R1_i1.npy,500
2yguC00,2yguC00_R3_i1.npy,500
3c8fA00,3c8fA00_R0_i1.npy,500
3glvA00,3glvA00_R3_i1.npy,500
2wgmA01,2wgmA01_R0_i1.npy,500
4n9jA02,4n9jA02_R1_i1.npy,500
4f0qD01,4f0qD01_R0_i1.npy,500
2kr7A02,2kr7A02_R0_i1.npy,500
2vpvA00,2vpvA00_R3_i1.npy,500
4ct7B00,4ct7B00_R1_i1.npy,500
3clwA02,3clwA02_R2_i1.npy,500
2jqzA00,2jqzA00_R1_i1.npy,500
2wp0D00,2wp0D00_R1_i1.npy,500
3i6sA03,3i6sA03_R1_i1.npy,500
3rfzB04,3rfzB04_R2_i1.npy,500
2qubA03,2qubA03_R1_i1.npy,500
2hruA02,2hruA02_R3_i1.npy,500
2lqjA00,2lqjA00_R3_i1.npy,500
3hy0A01,3hy0A01_R2_i1.npy,500
